2,2,7200,4000,800,0,1,0,0
2,1,8500,6600,2100,0,1,0,0
2,1,800,-5600,-8800,0,1,0,0
2,0,6300,-8800,-11100,0,1,0,0
2,0,2400,-7200,-8800,0,1,0,0
3,3,0,0,0,0,0,0,1
3,3,1500,0,-1500,0,0,0,1
3,3,1500,-1500,-4000,0,0,0,1
3,2,4900,4700,-800,0,0,0,1
3,2,6400,3200,-800,0,0,0,1
3,1,6400,4500,-2100,0,0,0,1
3,1,6400,5600,-3200,0,0,0,1
3,0,17400,11100,2300,0,0,0,1
3,0,9600,7200,-1600,0,0,0,1
0,3,0,0,0,0,0,1,0
0,3,15400,7700,7700,0,0,1,0
0,2,15400,11900,3500,0,0,1,0
0,2,16400,15900,4500,0,0,1,0
0,1,9500,7700,-2400,0,0,1,0
0,0,11500,6700,-3400,0,0,1,0
1,3,0,0,0,0,1,0,0
1,3,-7700,-7700,-15400,0,1,0,0
1,2,-3500,-11900,-15400,0,1,0,0
1,2,-500,-11900,-16400,0,1,0,0
1,1,-1800,-9500,-11900,0,1,0,0
1,0,-4800,-11500,-14900,0,1,0,0
2,3,0,0,0,1,0,0,0
2,3,7700,0,-7700,1,0,0,0
2,2,3500,-8400,-11900,1,0,0,0
2,2,500,-11400,-15900,1,0,0,0
2,1,1800,-7700,-10100,1,0,0,0
2,0,4800,-6700,-10100,1,0,0,0
3,3,0,0,0,0,0,0,1
3,3,7700,0,-7700,0,0,0,1
3,2,11900,8400,-3500,0,0,0,1
3,2,11900,11400,-4500,0,0,0,1
3,1,11900,10100,2400,0,0,0,1
3,0,14900,10100,3400,0,0,0,1
0,3,0,0,0,0,1,0,0
0,3,0,0,0,0,1,0,0
0,3,-16400,-16400,-16400,0,1,0,0
0,2,-8600,-15400,-16400,0,1,0,0
0,1,-7400,-8600,-24400,0,1,0,0
0,1,-7100,-8900,-24400,0,1,0,0
0,1,-3100,-5900,-20400,0,1,0,0
0,0,-8300,-9500,-25000,0,1,0,0
0,0,-3700,-5400,-22100,0,1,0,0
1,3,0,0,0,0,0,0,1
1,3,0,0,0,0,0,0,1
1,3,16400,0,0,0,0,0,1
1,2,16400,7800,1000,0,0,0,1
1,1,24400,17000,15800,0,0,0,1
1,1,24400,17300,15500,0,0,0,1
1,1,20400,17300,14500,0,0,0,1
1,0,25000,16700,15500,0,0,0,1
1,0,22100,18400,16700,0,0,0,1
2,3,0,0,0,0,0,1,0
2,3,0,0,0,0,0,1,0
2,3,16400,0,0,0,0,1,0
2,2,8600,-6800,-7800,0,0,1,0
2,1,8600,1200,-15800,0,0,1,0
2,1,7100,-1800,-17300,0,0,1,0
2,1,3100,-2800,-17300,0,0,1,0
2,0,8300,-1200,-16700,0,0,1,0
2,0,5400,1700,-16700,0,0,1,0
3,3,0,0,0,1,0,0,0
3,3,0,0,0,1,0,0,0
3,3,16400,0,0,1,0,0,0
3,2,15400,6800,-1000,1,0,0,0
3,1,7400,-1200,-17000,1,0,0,0
3,1,8900,1800,-15500,1,0,0,0
3,1,5900,2800,-14500,1,0,0,0
3,0,9500,1200,-15500,1,0,0,0
3,0,3700,-1700,-18400,1,0,0,0
0,3,0,0,0,0,0,1,0
0,2,11400,5200,4200,0,0,1,0
0,2,-600,-6800,-19800,0,0,1,0
0,2,-600,-6800,-23800,0,0,1,0
0,1,-1000,-1000,-23200,0,0,1,0
0,0,1600,300,-21900,0,0,1,0
0,0,1300,-300,-17000,0,0,1,0
0,0,3100,1500,-13400,0,0,1,0
1,3,0,0,0,0,1,0,0
1,2,-6200,-7200,-11400,0,1,0,0
1,2,600,-6200,-19200,0,1,0,0
1,2,600,-6200,-23200,0,1,0,0
1,1,1000,0,-22200,0,1,0,0
1,0,1300,-300,-22200,0,1,0,0
1,0,-1300,-1600,-18300,0,1,0,0
1,0,-1600,-3100,-16500,0,1,0,0
2,3,0,0,0,0,0,0,1
2,2,7200,1000,-4200,0,0,0,1
2,2,19800,19200,13000,0,0,0,1
2,2,23800,23200,17000,0,0,0,1
2,1,23200,22200,22200,0,0,0,1
2,0,23500,22200,21900,0,0,0,1
2,0,18300,17000,16700,0,0,0,1
2,0,16500,14900,13400,0,0,0,1
3,3,0,0,0,1,0,0,0
3,2,6200,-1000,-5200,1,0,0,0
3,2,6800,6200,-13000,1,0,0,0
3,2,6800,6200,-17000,1,0,0,0
3,1,1000,0,-22200,1,0,0,0
3,0,-1300,-1600,-23500,1,0,0,0
3,0,1600,300,-16700,1,0,0,0
3,0,1600,-1500,-14900,1,0,0,0
0,3,0,0,0,0,1,0,0
0,3,3000,2000,0,0,1,0,0
0,2,700,-300,-3600,0,1,0,0
0,1,7500,4600,300,0,1,0,0
0,0,2300,-600,-10100,0,1,0,0
1,3,0,0,0,0,0,1,0
1,3,-1000,-3000,-3000,0,0,1,0
1,2,-700,-1000,-4300,0,0,1,0
1,1,2900,-4300,-4600,0,0,1,0
1,0,2900,600,-9500,0,0,1,0
2,3,0,0,0,0,0,0,1
2,3,3000,2000,0,0,0,0,1
2,2,4300,3600,3300,0,0,0,1
2,1,7200,4300,-300,0,0,0,1
2,0,12400,10100,9500,0,0,0,1
3,3,0,0,0,1,0,0,0
3,3,1000,-2000,-2000,1,0,0,0
3,2,1000,300,-3300,1,0,0,0
3,1,-2900,-7200,-7500,1,0,0,0
3,0,-2300,-2900,-12400,1,0,0,0
0,3,0,0,0,0,0,1,0
0,2,-1900,-1900,-2200,0,0,1,0
0,1,-200,-900,-900,0,0,1,0
0,0,1800,100,100,0,0,1,0
1,3,0,0,0,1,0,0,0
1,2,1900,0,-300,1,0,0,0
1,1,900,700,0,1,0,0,0
1,0,1700,0,-100,1,0,0,0
2,3,0,0,0,0,0,0,1
2,2,2200,300,300,0,0,0,1
2,1,200,-700,-700,0,0,0,1
2,0,-1700,-1700,-1800,0,0,0,1
3,3,0,0,0,0,1,0,0
3,2,1900,0,-300,0,1,0,0
3,1,900,700,0,0,1,0,0
3,0,1700,0,-100,0,1,0,0
0,3,0,0,0,0,0,0,1
0,3,3000,0,0,0,0,0,1
0,2,6900,4000,-2900,0,0,0,1
0,1,8100,5200,700,0,0,0,1
0,0,11700,8100,2200,0,0,0,1
0,0,9700,8100,200,0,0,0,1
1,3,0,0,0,0,0,1,0
1,3,-3000,-3000,-3000,0,0,1,0
1,2,2900,-4000,-6900,0,0,1,0
1,1,2900,-4500,-5200,0,0,1,0
1,0,9500,5900,-2200,0,0,1,0
1,0,9500,7900,-200,0,0,1,0
2,3,0,0,0,0,1,0,0
2,3,3000,0,0,0,1,0,0
2,2,-2900,-6900,-9800,0,1,0,0
2,1,-2900,-7400,-8100,0,1,0,0
2,0,3600,-5900,-8100,0,1,0,0
2,0,1600,-7900,-8100,0,1,0,0
3,3,0,0,0,1,0,0,0
3,3,3000,0,0,1,0,0,0
3,2,9800,6900,2900,1,0,0,0
3,1,7400,4500,-700,1,0,0,0
3,0,-3600,-9500,-11700,1,0,0,0
3,0,-1600,-9500,-9700,1,0,0,0
0,3,0,0,0,0,0,1,0
0,3,12600,5800,4800,0,0,1,0
0,2,7100,-700,-5200,0,0,1,0
0,1,11300,-1400,-5900,0,0,1,0
0,1,11300,9000,-5900,0,0,1,0
0,0,3000,700,-22500,0,0,1,0
1,3,0,0,0,1,0,0,0
1,3,7800,1000,-4800,1,0,0,0
1,2,7800,700,-4500,1,0,0,0
1,1,12700,1400,-4500,1,0,0,0
1,1,2300,-9000,-14900,1,0,0,0
1,0,2300,-700,-23200,1,0,0,0
2,3,0,0,0,0,0,0,1
2,3,6800,-1000,-5800,0,0,0,1
2,2,12300,5200,4500,0,0,0,1
2,1,17200,5900,4500,0,0,0,1
2,1,17200,14900,5900,0,0,0,1
2,0,25500,23200,22500,0,0,0,1
3,3,0,0,0,0,1,0,0
3,3,-6800,-7800,-12600,0,1,0,0
3,2,-7100,-7800,-12300,0,1,0,0
3,1,-11300,-12700,-17200,0,1,0,0
3,1,-2300,-11300,-17200,0,1,0,0
3,0,-2300,-3000,-25500,0,1,0,0
0,3,0,0,0,1,0,0,0
0,2,-10000,-10000,-12000,1,0,0,0
0,1,-7400,-10000,-14600,1,0,0,0
0,0,-11000,-12600,-18800,1,0,0,0
1,3,0,0,0,0,1,0,0
1,2,12000,2000,2000,0,1,0,0
1,1,14600,7200,4600,0,1,0,0
1,0,18800,7800,6200,0,1,0,0
2,3,0,0,0,0,0,0,1
2,2,10000,0,-2000,0,0,0,1
2,1,10000,2600,-4600,0,0,0,1
2,0,12600,1600,-6200,0,0,0,1
3,3,0,0,0,0,0,1,0
3,2,10000,0,-2000,0,0,1,0
3,1,7400,-2600,-7200,0,0,1,0
3,0,11000,-1600,-7800,0,0,1,0
0,3,0,0,0,0,1,0,0
0,2,-4900,-4900,-9800,0,1,0,0
0,1,-1000,-8800,-9800,0,1,0,0
0,1,500,-5800,-8300,0,1,0,0
0,0,-2800,-5000,-5800,0,1,0,0
1,3,0,0,0,1,0,0,0
1,2,4900,0,-4900,1,0,0,0
1,1,1000,-7800,-8800,1,0,0,0
1,1,-500,-6300,-8800,1,0,0,0
1,0,5000,2200,-800,1,0,0,0
2,3,0,0,0,0,0,1,0
2,2,9800,4900,4900,0,0,1,0
2,1,9800,8800,1000,0,0,1,0
2,1,8800,8300,2500,0,0,1,0
2,0,2800,-2200,-3000,0,0,1,0
3,3,0,0,0,0,0,0,1
3,2,4900,0,-4900,0,0,0,1
3,1,8800,7800,-1000,0,0,0,1
3,1,6300,5800,-2500,0,0,0,1
3,0,5800,3000,800,0,0,0,1
0,3,0,0,0,0,0,1,0
0,2,18000,3000,3000,0,0,1,0
0,1,14100,6900,3000,0,0,1,0
0,1,20900,15100,-8000,0,0,1,0
0,0,20100,15100,-3600,0,0,1,0
1,3,0,0,0,0,0,0,1
1,2,15000,0,-3000,0,0,0,1
1,1,11100,3900,-3000,0,0,0,1
1,1,28900,23100,8000,0,0,0,1
1,0,23700,18700,3600,0,0,0,1
2,3,0,0,0,1,0,0,0
2,2,15000,0,-3000,1,0,0,0
2,1,7200,-3900,-6900,1,0,0,0
2,1,-5800,-20900,-28900,1,0,0,0
2,0,-5000,-20100,-23700,1,0,0,0
3,3,0,0,0,0,1,0,0
3,2,-15000,-15000,-18000,0,1,0,0
3,1,-7200,-11100,-14100,0,1,0,0
3,1,5800,-15100,-23100,0,1,0,0
3,0,5000,-15100,-18700,0,1,0,0
0,3,0,0,0,0,0,0,1
0,3,9600,4800,4800,0,0,0,1
0,2,8000,6400,4800,0,0,0,1
0,1,11000,7400,4800,0,0,0,1
0,0,13000,9400,8800,0,0,0,1
1,3,0,0,0,1,0,0,0
1,3,4800,0,-4800,1,0,0,0
1,2,1600,-1600,-6400,1,0,0,0
1,1,3600,-2600,-7400,1,0,0,0
1,0,3600,-600,-9400,1,0,0,0
2,3,0,0,0,0,0,1,0
2,3,4800,0,-4800,0,0,1,0
2,2,3200,1600,-4800,0,0,1,0
2,1,6200,2600,-4800,0,0,1,0
2,0,4200,600,-8800,0,0,1,0
3,3,0,0,0,0,1,0,0
3,3,-4800,-4800,-9600,0,1,0,0
3,2,-1600,-3200,-8000,0,1,0,0
3,1,-3600,-6200,-11000,0,1,0,0
3,0,-3600,-4200,-13000,0,1,0,0
0,3,0,0,0,0,0,0,1
0,3,0,0,-3000,0,0,0,1
0,2,5800,2900,2900,0,0,0,1
0,1,5800,5200,600,0,0,0,1
0,0,7800,7200,4600,0,0,0,1
0,-1,7600,7200,6000,0,0,0,1
1,3,0,0,0,1,0,0,0
1,3,0,0,-3000,1,0,0,0
1,2,2900,0,-2900,1,0,0,0
1,1,600,-4600,-5200,1,0,0,0
1,0,600,-2600,-7200,1,0,0,0
1,-1,400,-1200,-7200,1,0,0,0
2,3,0,0,0,0,0,1,0
2,3,3000,3000,3000,0,0,1,0
2,2,-2900,-2900,-5800,0,0,1,0
2,1,-600,-5200,-5800,0,0,1,0
2,0,-600,-3200,-7800,0,0,1,0
2,-1,-400,-1600,-7600,0,0,1,0
3,3,0,0,0,0,1,0,0
3,3,0,0,-3000,0,1,0,0
3,2,2900,0,-2900,0,1,0,0
3,1,5200,4600,-600,0,1,0,0
3,0,3200,2600,-4600,0,1,0,0
3,-1,1600,1200,-6000,0,1,0,0
0,3,0,0,0,0,0,0,1
0,3,19200,9600,9600,0,0,0,1
1,3,0,0,0,0,0,1,0
1,3,9600,0,-9600,0,0,1,0
2,3,0,0,0,1,0,0,0
2,3,9600,0,-9600,1,0,0,0
3,3,0,0,0,0,1,0,0
3,3,-9600,-9600,-19200,0,1,0,0
0,3,0,0,0,0,1,0,0
0,3,7700,0,-7700,0,1,0,0
0,3,15700,-7700,-8000,0,1,0,0
0,3,19200,-7700,-11500,0,1,0,0
0,3,19200,-3700,-11500,0,1,0,0
0,2,19200,-7500,-7700,0,1,0,0
0,2,19200,-7500,-7700,0,1,0,0
0,1,8900,-18000,-19700,0,1,0,0
0,0,6400,-21000,-22200,0,1,0,0
1,3,0,0,0,1,0,0,0
1,3,-7700,-7700,-15400,1,0,0,0
1,3,-15700,-23400,-23700,1,0,0,0
1,3,-19200,-26900,-30700,1,0,0,0
1,3,-19200,-22900,-30700,1,0,0,0
1,2,-19200,-26700,-26900,1,0,0,0
1,2,-19200,-26700,-26900,1,0,0,0
1,1,-8900,-26900,-28600,1,0,0,0
1,0,-6400,-27400,-28600,1,0,0,0
2,3,0,0,0,0,0,0,1
2,3,15400,7700,7700,0,0,0,1
2,3,23400,7700,-300,0,0,0,1
2,3,26900,7700,-3800,0,0,0,1
2,3,22900,3700,-7800,0,0,0,1
2,2,26700,7500,-200,0,0,0,1
2,2,26700,7500,-200,0,0,0,1
2,1,28600,19700,1700,0,0,0,1
2,0,28600,22200,1200,0,0,0,1
3,3,0,0,0,0,0,1,0
3,3,7700,0,-7700,0,0,1,0
3,3,23700,8000,300,0,0,1,0
3,3,30700,11500,3800,0,0,1,0
3,3,30700,11500,7800,0,0,1,0
3,2,26900,7700,200,0,0,1,0
3,2,26900,7700,200,0,0,1,0
3,1,26900,18000,-1700,0,0,1,0
3,0,27400,21000,-1200,0,0,1,0
0,3,0,0,0,0,0,0,1
0,2,6000,1000,1000,0,0,0,1
0,1,6000,4900,-2900,0,0,0,1
0,0,6000,3900,-1900,0,0,0,1
1,3,0,0,0,0,1,0,0
1,2,-5000,-5000,-6000,0,1,0,0
1,1,-1100,-6000,-8900,0,1,0,0
1,0,-2100,-6000,-7900,0,1,0,0
2,3,0,0,0,0,0,1,0
2,2,5000,0,-1000,0,0,1,0
2,1,1100,-4900,-7800,0,0,1,0
2,0,2100,-3900,-5800,0,0,1,0
3,3,0,0,0,1,0,0,0
3,2,5000,0,-1000,1,0,0,0
3,1,8900,7800,2900,1,0,0,0
3,0,7900,5800,1900,1,0,0,0
0,3,0,0,0,0,1,0,0
0,3,0,-3000,-3000,0,1,0,0
0,2,8300,-3000,-11300,0,1,0,0
0,1,11700,-3600,-11300,0,1,0,0
0,0,14200,-3600,-11800,0,1,0,0
0,-1,2200,200,-3600,0,1,0,0
0,-1,2200,200,-3600,0,1,0,0
1,3,0,0,0,0,0,1,0
1,3,3000,3000,0,0,0,1,0
1,2,11300,3000,-8300,0,0,1,0
1,1,15300,3600,-7700,0,0,1,0
1,0,17800,3600,-8200,0,0,1,0
1,-1,5800,3800,3600,0,0,1,0
1,-1,5800,3800,3600,0,0,1,0
2,3,0,0,0,0,0,0,1
2,3,3000,3000,0,0,0,0,1
2,2,19600,11300,8300,0,0,0,1
2,1,23000,11300,7700,0,0,0,1
2,0,26000,11800,8200,0,0,0,1
2,-1,2000,-200,-3800,0,0,0,1
2,-1,2000,-200,-3800,0,0,0,1
3,3,0,0,0,1,0,0,0
3,3,0,-3000,-3000,1,0,0,0
3,2,-8300,-11300,-19600,1,0,0,0
3,1,-11700,-15300,-23000,1,0,0,0
3,0,-14200,-17800,-26000,1,0,0,0
3,-1,-2000,-2200,-5800,1,0,0,0
3,-1,-2000,-2200,-5800,1,0,0,0
0,3,0,0,0,0,0,0,1
0,2,2500,0,-500,0,0,0,1
0,2,-500,-1500,-3000,0,0,0,1
0,1,5400,-2000,-3400,0,0,0,1
0,0,5400,4100,-4300,0,0,0,1
1,3,0,0,0,0,0,1,0
1,2,2500,0,-500,0,0,1,0
